"V1" "V2" "V3" "V4" "V5"
"1433" 5156 483 19970121 1 11.99
"1434" 5156 483 19970322 1 11.97
"1435" 5176 484 19970121 1 13.97
"1436" 5192 485 19970121 3 31.51
"1437" 5192 485 19970124 3 44.51
"1438" 5192 485 19970128 1 11.77
"1439" 5192 485 19970205 1 11.77
"1440" 5192 485 19970205 1 14.37
"1441" 5192 485 19970205 1 9.97
"1442" 5192 485 19970224 7 81.41
"1443" 5192 485 19970318 3 40.11
"1444" 5192 485 19970324 3 40.71
"1445" 5192 485 19970428 5 59.85
"1446" 5192 485 19970521 5 65.63
"1447" 5192 485 19970527 5 74.77
"1448" 5192 485 19970623 5 62.04
"1449" 5192 485 19970910 3 33.47
"1450" 5194 486 19970121 1 13.97
"1451" 5206 487 19970121 4 65.32
"1452" 5206 487 19970121 1 14.79
"1453" 5206 487 19970207 1 14.79
"1454" 5206 487 19970225 2 28.76
"1455" 5206 487 19970302 2 33.48
"1456" 5206 487 19970325 3 47.12
"1457" 5215 488 19970121 1 21.99
"1458" 5238 489 19970121 1 9.98
"1459" 5259 490 19970121 2 37.48
"1460" 5259 490 19971024 7 102.93
"1461" 5265 491 19970121 2 26.13
"1462" 5265 491 19970131 1 23.99
"1463" 5265 491 19970208 2 34
"1464" 5265 491 19970324 3 42.93
"1465" 5265 491 19970523 2 30.37
"1466" 5265 491 19980114 1 14.49
"1467" 5265 491 19980309 1 11.99
"1468" 5265 491 19980323 1 15.49
"1469" 5281 492 19970121 1 14.37
"1470" 5281 492 19980321 2 18.98
"1471" 5285 493 19970121 1 11.97
"1472" 5285 493 19970220 2 26.13
"1473" 5285 493 19970618 3 44.09
"1474" 5285 493 19970822 2 25.74
"1475" 5285 493 19971206 2 26.98
"1476" 5297 494 19970121 1 12.49
"1477" 5302 495 19970121 1 12.97
"1478" 5302 495 19970930 1 11.49
"1479" 5302 495 19971223 1 7.49
"1480" 5309 496 19970121 2 30.72
"1481" 5309 496 19970205 1 15.36
"1482" 5316 497 19970121 2 41.98
"1483" 5330 498 19970121 4 60.64
"1484" 5336 499 19970121 3 38.03
"1485" 5336 499 19970313 2 28.93
"1486" 5336 499 19970424 3 42.9
"1487" 5336 499 19970622 2 26.14
"1488" 5336 499 19970624 3 41.91
"1489" 5336 499 19970705 5 68.6
"1490" 5336 499 19970726 4 55.07
"1491" 5336 499 19971107 3 41.47
"1492" 5336 499 19980103 2 20.98
"1493" 5336 499 19980202 3 42.06
"1494" 5336 499 19980627 3 39.97
"1495" 5350 500 19970121 2 29.92
"1496" 5350 500 19970208 3 39.73
"1497" 5350 500 19970220 2 25.93
"1498" 5350 500 19970301 3 42.9
"1499" 5353 501 19970121 3 74.97
"1500" 5369 502 19970121 1 14.96
"1501" 5390 503 19970121 2 39.98
"1502" 3438 504 19970122 2 37.98
"1503" 3774 505 19970122 6 83
"1504" 3774 505 19970430 5 64.24
"1505" 3774 505 19970502 1 14.96
"1506" 3774 505 19980405 4 58.85
"1507" 5312 506 19970122 4 65.34
"1508" 5405 507 19970122 5 112.72
"1509" 5405 507 19970125 2 40.74
"1510" 5405 507 19970827 1 14.96
"1511" 5405 507 19971107 5 66.95
"1512" 5405 507 19971215 7 105.93
"1513" 5418 508 19970122 2 18.75
"1514" 5420 509 19970122 3 49.97
"1515" 5420 509 19970124 6 84.22
"1516" 5420 509 19970210 6 85.01
"1517" 5420 509 19970214 6 86.4
"1518" 5420 509 19970224 6 88.99
"1519" 5420 509 19970308 5 71.63
"1520" 5420 509 19970326 6 95.91
"1521" 5420 509 19970407 9 125.69
"1522" 5420 509 19970417 6 95.94
"1523" 5420 509 19970425 7 100.6
"1524" 5420 509 19970505 7 103.75
"1525" 5420 509 19970512 1 15.36
"1526" 5420 509 19970611 7 90.18
"1527" 5420 509 19970620 5 76.22
"1528" 5420 509 19970627 1 15.36
"1529" 5420 509 19970818 7 95.98
"1530" 5420 509 19970904 7 99.21
"1531" 5420 509 19970918 5 69.45
"1532" 5420 509 19970925 1 15.49
"1533" 5420 509 19971006 6 87.44
"1534" 5420 509 19971118 7 99.93
"1535" 5420 509 19980119 7 102.93
"1536" 5420 509 19980130 4 131.46
"1537" 5420 509 19980131 4 56.46
"1538" 5433 510 19970122 1 13.97
"1539" 5439 511 19970122 4 44.74
"1540" 5439 511 19970228 1 14.96
"1541" 5451 512 19970122 1 49.97
"1542" 5461 513 19970122 1 11.97
"1543" 5461 513 19970318 2 37.65
"1544" 5467 514 19970122 2 35.76
"1545" 5502 515 19970122 1 11.77
"1546" 5519 516 19970122 1 11.7
"1547" 5519 516 19980614 2 25.98
"1548" 5519 516 19980618 2 20.98
"1549" 5525 517 19970122 4 62.87
"1550" 5525 517 19970220 1 11.77
"1551" 5525 517 19970310 1 21.77
"1552" 5525 517 19970323 3 35.31
"1553" 5525 517 19970518 2 24.74
"1554" 5525 517 19970817 2 43.34
"1555" 5525 517 19980101 2 31.48
"1556" 5533 518 19970122 1 14.77
"1557" 5554 519 19970122 1 14.96
"1558" 5554 519 19970930 3 41.47
"1559" 5554 519 19980226 2 25.16
"1560" 5558 520 19970122 2 34.98
"1561" 5575 521 19970122 1 9.97
"1562" 5575 521 19970604 1 13.77
"1563" 5575 521 19970623 2 21.54
"1564" 5575 521 19970730 1 13.97
"1565" 5575 521 19970818 1 4.79
"1566" 5575 521 19970920 1 11.49
"1567" 5575 521 19970923 2 46.48
"1568" 5575 521 19971103 1 27.99
"1569" 5575 521 19971107 1 33.99
"1570" 5575 521 19971128 2 31.98
"1571" 5575 521 19971211 2 22.98
"1572" 5575 521 19971219 1 16.99
"1573" 5575 521 19971229 1 8.49
"1574" 5575 521 19971229 1 19.99
"1575" 5575 521 19980307 1 15.49
"1576" 5575 521 19980609 3 18.47
"1577" 5579 522 19970122 2 28.13
"1578" 5595 523 19970122 1 12.49
"1579" 5595 523 19970322 2 20.86
"1580" 5595 523 19970410 1 14.37
"1581" 5597 524 19970122 2 30.36
"1582" 5615 525 19970122 3 43.7
"1583" 5631 526 19970122 2 30.76
"1584" 5631 526 19970528 8 120.95
"1585" 5631 526 19970630 6 71.22
"1586" 5631 526 19971009 1 11.49
"1587" 5631 526 19971013 1 13.99
"1588" 5631 526 19971021 4 53.96
"1589" 5631 526 19971027 3 47.97
"1590" 5633 527 19970122 1 12.49
"1591" 5645 528 19970122 1 17.9
"1592" 5645 528 19970819 1 27.77
"1593" 5645 528 19980503 1 11.88
"1594" 5444 529 19970123 5 63.05
"1595" 5444 529 19970618 4 38.92
"1596" 5444 529 19971101 4 25.96
"1597" 5444 529 19971106 1 14.49
"1598" 5444 529 19971108 5 58.95
"1599" 5444 529 19971211 2 16.98
"1600" 5444 529 19980316 3 29.97
"1601" 5444 529 19980325 1 12.99
"1602" 5444 529 19980414 4 28.46
"1603" 5444 529 19980607 3 14.47
"1604" 5444 529 19980616 2 15.98
"1605" 5444 529 19980626 3 27.97
"1606" 5481 530 19970123 1 11.77
"1607" 5646 531 19970123 2 25.74
"1608" 5651 532 19970123 1 17.9
"1609" 5651 532 19970423 1 12.49
"1610" 5651 532 19980309 4 37.96
"1611" 5664 533 19970123 3 41.5
"1612" 5674 534 19970123 2 23.54
"1613" 5674 534 19970224 3 44.88
"1614" 5677 535 19970123 9 154.92
"1615" 5677 535 19970521 1 17.7
"1616" 5677 535 19970817 2 137.14
"1617" 5677 535 19971018 4 62.96
"1618" 5677 535 19980201 12 169.38
"1619" 5683 536 19970123 1 11.77
"1620" 5694 537 19970123 1 9.77
"1621" 5717 538 19970123 10 141.85
"1622" 5719 539 19970123 2 23.94
"1623" 5719 539 19970124 1 6.79
"1624" 5746 540 19970123 14 202.58
"1625" 5749 541 19970123 3 38.5
"1626" 5749 541 19970310 3 40.7
"1627" 5749 541 19970902 2 26.73
"1628" 5749 541 19971113 2 22.48
"1629" 5749 541 19971205 2 26.48
"1630" 5749 541 19971205 1 13.99
"1631" 5749 541 19980129 3 37.86
"1632" 5749 541 19980314 1 12.58
"1633" 5749 541 19980404 4 64.24
"1634" 5749 541 19980503 3 41.97
"1635" 5770 542 19970123 3 35.91
"1636" 5779 543 19970123 9 124.69
"1637" 5779 543 19970221 12 147.4
"1638" 5779 543 19970629 9 124.51
"1639" 5788 544 19970123 1 14.37
"1640" 5802 545 19970123 2 29.16
"1641" 5817 546 19970123 2 23.14
"1642" 5832 547 19970123 1 13.97
"1643" 5839 548 19970123 5 70.45
"1644" 5839 548 19970626 5 71.45
"1645" 5847 549 19970123 2 37.96
"1646" 5847 549 19970128 3 58.95
"1647" 5847 549 19970303 2 28.93
"1648" 5847 549 19970415 3 46.93
"1649" 5847 549 19970426 1 21.99
"1650" 5847 549 19970516 3 49.31
"1651" 5847 549 19970611 3 38.91
"1652" 5847 549 19970623 3 42.31
"1653" 5847 549 19970822 2 27.94
"1654" 5847 549 19970827 3 44.3
"1655" 5847 549 19970915 2 27.98
"1656" 5847 549 19971101 4 53.96
"1657" 5847 549 19971126 3 39.97
"1658" 5847 549 19971205 4 52.46
"1659" 5847 549 19980116 3 59.47
"1660" 5847 549 19980312 3 36.97
"1661" 5847 549 19980405 2 25.07
"1662" 5847 549 19980519 3 36.97
"1663" 5847 549 19980605 3 49.56
"1664" 5847 549 19980629 1 12.58
"1665" 5851 550 19970123 2 15.76
"1666" 5852 551 19970123 2 66.96
"1667" 5852 551 19970311 1 30.97
"1668" 5855 552 19970123 2 33.8
"1669" 5855 552 19970125 3 38.16
"1670" 5855 552 19970206 4 71.24
"1671" 5855 552 19970216 1 14.99
"1672" 5870 553 19970123 1 14.37
"1673" 5870 553 19970508 4 56.31
"1674" 5870 553 19970602 5 92.96
"1675" 5870 553 19970708 1 26.75
"1676" 5870 553 19980603 2 34.48
"1677" 5873 554 19970123 2 21.54
"1678" 5875 555 19970123 2 31.8
"1679" 5875 555 19970504 2 39.98
"1680" 5875 555 19970907 2 23.95
"1681" 5889 556 19970123 1 12.97
"1682" 5903 557 19970123 2 25.14
"1683" 5221 558 19970124 1 8.97
"1684" 5221 558 19970204 1 19.3
"1685" 5221 558 19970211 1 19.3
"1686" 5221 558 19970220 1 4.77
"1687" 5221 558 19970228 1 17.76
"1688" 5221 558 19970305 5 77.84
"1689" 5221 558 19970320 2 31.94
"1690" 5221 558 19970325 2 25.96
"1691" 5221 558 19970410 2 19.76
"1692" 5221 558 19970430 2 30.69
"1693" 5221 558 19970503 1 22.99
"1694" 5221 558 19970520 1 31.03
"1695" 5221 558 19970710 1 19.55
"1696" 5922 559 19970124 2 23.54
"1697" 5936 560 19970124 3 39.3
"1698" 5936 560 19970318 2 30.32
"1699" 5939 561 19970124 1 11.77
"1700" 5939 561 19970304 2 77.34
"1701" 5939 561 19970815 1 15.36
"1702" 5939 561 19971001 3 42.47
"1703" 5939 561 19971117 6 82.44
"1704" 5939 561 19980131 4 55.35
"1705" 5947 562 19970124 1 13.97
"1706" 5947 562 19970214 1 33.99
"1707" 5947 562 19970922 1 15.99
"1708" 5957 563 19970124 3 42.31
"1709" 5972 564 19970124 1 14.37
"1710" 5972 564 19970124 1 13.97
"1711" 5972 564 19970124 1 15.36
"1712" 5990 565 19970124 7 80.59
"1713" 6002 566 19970124 3 78.7
"1714" 6011 567 19970124 1 14.96
"1715" 6011 567 19970207 2 28.93
"1716" 6011 567 19970302 1 15.36
"1717" 6011 567 19970524 2 29.54
"1718" 6011 567 19970625 1 15.76
"1719" 6011 567 19970915 2 14.48
"1720" 6011 567 19971207 3 44.47
"1721" 6011 567 19980228 2 17.98
"1722" 6025 568 19970124 1 9.97
"1723" 6025 568 19971214 5 60.45
"1724" 6025 568 19980220 4 52.54
"1725" 6044 569 19970124 3 26.07
"1726" 6054 570 19970124 2 13.58
"1727" 6054 570 19970707 1 12.25
"1728" 6054 570 19970717 1 16.36
"1729" 6054 570 19971008 1 11.49
"1730" 6054 570 19980309 1 12.49
"1731" 6062 571 19970124 2 15.96
"1732" 6072 572 19970124 5 69.22
"1733" 6072 572 19970202 1 15.96
"1734" 6072 572 19970212 3 52.93
"1735" 6072 572 19970216 6 84.39
"1736" 6072 572 19970220 2 66.54
"1737" 6072 572 19970326 3 33.51
"1738" 6072 572 19980215 5 69.95
"1739" 6084 573 19970124 2 23.54
"1740" 6084 573 19971020 2 61.98
"1741" 6084 573 19971022 1 25.99
"1742" 6084 573 19980330 2 26.87
"1743" 6087 574 19970124 2 26.94
"1744" 6087 574 19970730 3 27.31
"1745" 6094 575 19970124 3 86.97
"1746" 6094 575 19970303 1 13.97
"1747" 6102 576 19970124 3 43.09
"1748" 6103 577 19970124 4 54.27
"1749" 6103 577 19970316 4 59.25
"1750" 6119 578 19970124 1 38.99
"1751" 6142 579 19970124 14 197.79
"1752" 6162 580 19970124 1 11.77
"1753" 6178 581 19970124 1 20.99
"1754" 6178 581 19970124 1 27.99
"1755" 6196 582 19970124 1 13.97
"1756" 6211 583 19970124 2 26.14
"1757" 2792 584 19970125 1 13.97
"1758" 2792 584 19970930 2 45.98
"1759" 2792 584 19971124 2 24.48
"1760" 3518 585 19970125 1 19.99
"1761" 3518 585 19970613 3 42
"1762" 3518 585 19970625 3 38
"1763" 3518 585 19970625 1 8
"1764" 4513 586 19970125 2 25.74
"1765" 5940 587 19970125 6 86.02
"1766" 6245 588 19970125 1 13.97
"1767" 6262 589 19970125 3 38.5
"1768" 6278 590 19970125 1 12.77
"1769" 6293 591 19970125 2 34.54
"1770" 6304 592 19970125 1 21.7
"1771" 6304 592 19970816 1 15.36
"1772" 6305 593 19970125 4 33.34
"1773" 6305 593 19970126 3 38.5
"1774" 6305 593 19970227 4 56.86
"1775" 6305 593 19970308 5 70.03
"1776" 6305 593 19970331 1 15.9
"1777" 6305 593 19970418 5 33.33
"1778" 6305 593 19970426 4 39.52
"1779" 6305 593 19970525 3 43.3
"1780" 6305 593 19980324 1 18.49
"1781" 6313 594 19970125 1 11.77
"1782" 6331 595 19970125 1 19.77
"1783" 6335 596 19970125 2 26.73
"1784" 6335 596 19970322 1 12.77
"1785" 6335 596 19970911 4 69.46
"1786" 6335 596 19971115 4 50.46
"1787" 6335 596 19971202 2 59.48
"1788" 6335 596 19971213 6 80.44
"1789" 6335 596 19980322 3 41.47
"1790" 6353 597 19970125 1 14.79
"1791" 6378 598 19970125 1 12.49
"1792" 6378 598 19971206 2 30.98
"1793" 6378 598 19980207 1 12.49
"1794" 6378 598 19980311 1 12.99
"1795" 6381 599 19970125 1 9.77
"1796" 6381 599 19970623 1 6.78
"1797" 6381 599 19970725 1 9.98
"1798" 6381 599 19971103 1 9.49
"1799" 6381 599 19971120 1 12.49
"1800" 6392 600 19970125 1 109.99
"1801" 6392 600 19971026 1 62.99
"1802" 6396 601 19970125 2 27.95
"1803" 6396 601 19970314 2 26.73
"1804" 6396 601 19970324 2 29.33
"1805" 6396 601 19970422 2 26.93
"1806" 6396 601 19970624 3 44.88
"1807" 6412 602 19970125 10 147.22
"1808" 6412 602 19980203 7 101.82
"1809" 6427 603 19970125 6 71.62
"1810" 6434 604 19970125 1 35.99
"1811" 6434 604 19970302 1 15.36
"1812" 6434 604 19970817 1 14.96
"1813" 6434 604 19970823 1 13.77
"1814" 6444 605 19970125 5 77.24
"1815" 6449 606 19970125 2 28.74
"1816" 6449 606 19970901 1 14.37
"1817" 6461 607 19970125 1 14.96
"1818" 6475 608 19970125 1 21.7
"1819" 6475 608 19970422 2 29.76
"1820" 6475 608 19970430 1 12.97
"1821" 6479 609 19970125 4 49.96
"1822" 6479 609 19970126 3 37.47
"1823" 6479 609 19970628 1 36.69
"1824" 6481 610 19970125 2 34.75
"1825" 1499 611 19970126 1 11.77
"1826" 1499 611 19970408 12 163.61
"1827" 2550 612 19970126 4 55.07
"1828" 2550 612 19970621 1 11.77
"1829" 4819 613 19970126 1 9.97
"1830" 4819 613 19970701 1 11.77
"1831" 4819 613 19970918 1 11.49
"1832" 4819 613 19971114 1 11.49
"1833" 4819 613 19980225 1 11.49
"1834" 5022 614 19970126 3 38.71
"1835" 6228 615 19970126 2 30.32
"1836" 6504 616 19970126 1 24.99
"1837" 6518 617 19970126 2 39.48
"1838" 6528 618 19970126 2 18.95
"1839" 6528 618 19970202 4 35.71
"1840" 6528 618 19970222 1 7.78
"1841" 6537 619 19970126 4 59.26
"1842" 6551 620 19970126 1 14.96
"1843" 6559 621 19970126 2 19.95
"1844" 6559 621 19970322 1 19.99
"1845" 6574 622 19970126 1 15.76
"1846" 6579 623 19970126 1 27.77
"1847" 6579 623 19970712 1 13.97
"1848" 6601 624 19970126 5 73.95
"1849" 6606 625 19970126 4 57.85
"1850" 6606 625 19970314 3 46.08
"1851" 6606 625 19970410 2 29.98
"1852" 6606 625 19970414 1 19.99
"1853" 6615 626 19970126 1 14.37
"1854" 6631 627 19970126 2 24.98
"1855" 6645 628 19970126 1 9.77
"1856" 6662 629 19970126 1 15.36
"1857" 6686 630 19970126 3 28.11
"1858" 6686 630 19970923 2 18.98
"1859" 6686 630 19971208 4 43.96
"1860" 6686 630 19980329 2 27.98
"1861" 6702 631 19970126 1 13.97
"1862" 6717 632 19970126 1 14.37
"1863" 6729 633 19970126 1 12.77
"1864" 6729 633 19970214 5 75.2
"1865" 6733 634 19970126 1 14.99
"1866" 6760 635 19970126 5 53.29
"1867" 6781 636 19970126 1 15.36
"1868" 1117 637 19970127 1 14.96
"1869" 2337 638 19970127 2 9.98
"1870" 6682 639 19970127 3 73.97
"1871" 6797 640 19970127 1 15.36
"1872" 6799 641 19970127 4 50.54
"1873" 6799 641 19970216 3 39.32
"1874" 6799 641 19970705 4 56.07
"1875" 6799 641 19970802 2 24.73
"1876" 6799 641 19971019 3 41.97
"1877" 6799 641 19971102 3 40.97
"1878" 6799 641 19980208 8 111.3
"1879" 6799 641 19980326 1 10.99
"1880" 6799 641 19980411 1 12.99
"1881" 6799 641 19980623 2 45.98
"1882" 6819 642 19970127 1 6.79
"1883" 6821 643 19970127 2 29.33
"1884" 6821 643 19970213 1 18.36
"1885" 6821 643 19970228 3 28.14
"1886" 6821 643 19970627 1 7.78
"1887" 6821 643 19970814 1 6.77
"1888" 6838 644 19970127 4 165.07
"1889" 6838 644 19980127 1 11.88
"1890" 6854 645 19970127 1 14.37
"1891" 6854 645 19980113 2 32.98
"1892" 6854 645 19980511 1 16.99
"1893" 6869 646 19970127 1 11.77
"1894" 6892 647 19970127 2 24.74
"1895" 6898 648 19970127 2 29.73
"1896" 6898 648 19970207 1 9.98
"1897" 6898 648 19970418 1 13.97
"1898" 6898 648 19971114 1 10.49
"1899" 6898 648 19971223 1 10.49
"1900" 6918 649 19970127 1 13.97
"1901" 6918 649 19970328 1 15.36
"1902" 6918 649 19980128 1 14.49
"1903" 6918 649 19980201 1 15.49
"1904" 6918 649 19980217 1 15.49
"1905" 6918 649 19980416 3 44.47
"1906" 6931 650 19970127 1 21.37
"1907" 6931 650 19970313 2 29.33
"1908" 6931 650 19980321 2 22.48
"1909" 6934 651 19970127 1 36.99
"1910" 6934 651 19971030 4 52.46
"1911" 6934 651 19971125 2 28.48
"1912" 6955 652 19970127 1 9.77
"1913" 6967 653 19970127 2 28.74
"1914" 6983 654 19970127 1 14.37
"1915" 6993 655 19970127 1 11.77
"1916" 6993 655 19970130 1 14.37
"1917" 6993 655 19970226 1 14.37
"1918" 6993 655 19970727 7 76.79
"1919" 6993 655 19970807 3 26.83
"1920" 6993 655 19970902 2 14.58
"1921" 6999 656 19970127 2 31.52
"1922" 6999 656 19970309 1 11.77
"1923" 7001 657 19970127 4 61.05
"1924" 7001 657 19980326 5 77.45
"1925" 7017 658 19970127 3 37.03
"1926" 7021 659 19970127 2 28.47
"1927" 7021 659 19970318 2 26.73
"1928" 7024 660 19970127 6 70.83
"1929" 7024 660 19970320 3 28.86
"1930" 7024 660 19970326 1 19.3
"1931" 7037 661 19970127 2 31.32
"1932" 7037 661 19970920 1 12.99
"1933" 7040 662 19970127 2 24.74
"1934" 7050 663 19970127 2 23.98
"1935" 7071 664 19970127 2 23.54
"1936" 7093 665 19970127 1 11.77
"1937" 7093 665 19980509 1 5.49
"1938" 6131 666 19970128 1 44.77
"1939" 6131 666 19970623 4 52.47
"1940" 6912 667 19970128 1 5.78
"1941" 7102 668 19970128 3 31.93
"1942" 7102 668 19970218 2 27.13
"1943" 7102 668 19970224 2 19.75
"1944" 7102 668 19970225 3 44.32
"1945" 7102 668 19970403 3 53.09
"1946" 7102 668 19970418 3 42.9
"1947" 7102 668 19970422 2 30.72
"1948" 7102 668 19970511 1 14.96
"1949" 7102 668 19970920 1 2.99
"1950" 7104 669 19970128 3 42.9
"1951" 7104 669 19970228 3 54.71
"1952" 7112 670 19970128 1 28.99
"1953" 7120 671 19970128 2 28.76
"1954" 7120 671 19970208 1 15.96
"1955" 7120 671 19970424 4 57.06
"1956" 7120 671 19970701 2 27.94
"1957" 7120 671 19970708 1 16.36
"1958" 7120 671 19970725 1 28.97
"1959" 7120 671 19970821 3 72.89
"1960" 7120 671 19971011 2 25.98
"1961" 7120 671 19971220 1 12.99
"1962" 7120 671 19980425 3 45.47
"1963" 7122 672 19970128 1 15.36
"1964" 7122 672 19970326 3 34.11
"1965" 7130 673 19970128 5 84.83
"1966" 7130 673 19970204 1 13.97
"1967" 7130 673 19970224 2 26.33
"1968" 7130 673 19980130 4 61.96
"1969" 7130 673 19980212 4 55.04
"1970" 7130 673 19980317 4 75.96
"1971" 7130 673 19980531 4 70.45
"1972" 7136 674 19970128 2 32.29
"1973" 7148 675 19970128 3 45.89
"1974" 7148 675 19970207 3 96.93
"1975" 7148 675 19970620 2 21.74
"1976" 7148 675 19970724 2 37.73
"1977" 7148 675 19970724 4 54.96
"1978" 7148 675 19971110 2 34.48
"1979" 7148 675 19971209 7 108.43
"1980" 7152 676 19970128 5 69.47
"1981" 7152 676 19970215 6 87.27
"1982" 7152 676 19970312 3 39.9
"1983" 7152 676 19970408 1 14.96
"1984" 7152 676 19970505 8 113.35
"1985" 7152 676 19970611 5 86.43
"1986" 7152 676 19970708 10 134.09
"1987" 7158 677 19970128 3 58.31
"1988" 7162 678 19970128 1 6.79
"1989" 7162 678 19970620 1 14.96
"1990" 7180 679 19970128 1 5.99
"1991" 7186 680 19970128 2 31.35
"1992" 7186 680 19970312 2 26.96
"1993" 7186 680 19970522 2 30.32
"1994" 7193 681 19970128 1 15.36
"1995" 7193 681 19970207 1 29.77
"1996" 7193 681 19970210 1 14.37
"1997" 7193 681 19970409 1 13.97
"1998" 7193 681 19970526 1 14.37
"1999" 7193 681 19970723 2 13.76
"2000" 7193 681 19971103 1 12.49
"2001" 7193 681 19980131 1 7.49
"2002" 7193 681 19980317 3 38.86
"2003" 7193 681 19980325 2 34.86
"2004" 7193 681 19980421 3 38.86
"2005" 7193 681 19980501 1 11.18
"2006" 7193 681 19980504 1 15.49
"2007" 7198 682 19970128 2 28.74
"2008" 7204 683 19970128 1 12.49
"2009" 7204 683 19970812 1 10.77
"2010" 7216 684 19970128 2 31.54
"2011" 7231 685 19970128 1 24.99
"2012" 7244 686 19970128 1 14.96
"2013" 7260 687 19970128 2 27.94
"2014" 7276 688 19970128 1 19.99
"2015" 7288 689 19970128 1 11.77
"2016" 7294 690 19970128 1 21.7
"2017" 7294 690 19970609 2 29.92
"2018" 7294 690 19980313 3 34.8
"2019" 7305 691 19970128 1 15.39
"2020" 7305 691 19970311 2 21.54
"2021" 7313 692 19970128 2 32.6
"2022" 7323 693 19970128 2 18.95
"2023" 7323 693 19970211 2 25.56
"2024" 7323 693 19970215 1 15.36
"2025" 7323 693 19970316 3 46.08
"2026" 7323 693 19970318 1 26.99
"2027" 7323 693 19970323 2 29.92
"2028" 7323 693 19970323 1 15.36
"2029" 7323 693 19970328 2 31.78
"2030" 7323 693 19970413 4 58.85
"2031" 7323 693 19970420 3 56.97
"2032" 7323 693 19970504 5 83.42
"2033" 7323 693 19970513 4 55.32
"2034" 7323 693 19970615 4 55.65
"2035" 7323 693 19970909 1 7.49
"2036" 7323 693 19970926 4 42.96
"2037" 7323 693 19980107 4 90.96
"2038" 7323 693 19980119 1 14.49
"2039" 7323 693 19980222 4 43.85
"2040" 7323 693 19980222 1 15.49
"2041" 7323 693 19980224 3 47.97
"2042" 7323 693 19980225 1 11.88
"2043" 7323 693 19980322 2 31.98
"2044" 7330 694 19970128 1 16.36
"2045" 7361 695 19970128 2 36.48
"2046" 7367 696 19970128 1 22.99
"2047" 7367 696 19970222 1 24.99
"2048" 2944 697 19970129 1 14.96
"2049" 2944 697 19970310 2 30.33
"2050" 2944 697 19970406 1 14.96
"2051" 2944 697 19970729 1 14.96
"2052" 6075 698 19970129 1 3.99
"2053" 6296 699 19970129 2 27.13
"2054" 6296 699 19970130 1 11.77
"2055" 6296 699 19970205 1 11.77
"2056" 6296 699 19970220 1 14.37
"2057" 6296 699 19970506 1 11.77
"2058" 6296 699 19970510 2 36.41
"2059" 6296 699 19980314 2 19.98
"2060" 6296 699 19980528 1 11.49
"2061" 7292 700 19970129 3 36.97
"2062" 7292 700 19980111 2 38.98
"2063" 7375 701 19970129 1 15.36
"2064" 7375 701 19970515 1 14.96
"2065" 7375 701 19970531 2 26.14
"2066" 7375 701 19971025 1 12.99
"2067" 7375 701 19971112 1 12.99
"2068" 7384 702 19970129 7 104.17
"2069" 7384 702 19970708 9 128.89
"2070" 7386 703 19970129 1 13.99
"2071" 7401 704 19970129 2 33.13
"2072" 7409 705 19970129 1 12.97
"2073" 7409 705 19970417 1 11.78
"2074" 7422 706 19970129 1 21.99
"2075" 7449 707 19970129 1 11.77
"2076" 7449 707 19970226 2 37.75
"2077" 7460 708 19970129 1 14.79
"2078" 7460 708 19970202 2 29.58
"2079" 7462 709 19970129 1 12.49
"2080" 7484 710 19970129 2 25.76
"2081" 7500 711 19970129 1 19.99
"2082" 7512 712 19970129 2 9.98
"2083" 7512 712 19970209 2 30.92
"2084" 7512 712 19970530 2 29.92
"2085" 7512 712 19970705 1 14.37
"2086" 7512 712 19970831 1 14.96
"2087" 7512 712 19980418 2 29.36
"2088" 7513 713 19970129 1 14.7
"2089" 7513 713 19970211 1 14.7
"2090" 7513 713 19970214 2 9.58
"2091" 7513 713 19970223 1 14.96
"2092" 7513 713 19970324 2 25.74
"2093" 7513 713 19970815 1 15.36
"2094" 7513 713 19970921 1 17.49
"2095" 7513 713 19980324 2 24.48
"2096" 7513 713 19980429 2 29.98
"2097" 7513 713 19980527 2 24.48
"2098" 7513 713 19980625 1 17.49
"2099" 7513 713 19980628 1 11.49
"2100" 7517 714 19970129 2 30.36
"2101" 7517 714 19970210 1 14.37
"2102" 7536 715 19970129 5 80.26
"2103" 7536 715 19970220 4 50.27
"2104" 7536 715 19970407 4 50.27
"2105" 7540 716 19970129 2 27.13
"2106" 7540 716 19980311 4 51.13
"2107" 7540 716 19980624 4 56.46
"2108" 7561 717 19970129 1 14.96
"2109" 7561 717 19980219 1 17.99
"2110" 7561 717 19980305 1 15.49
"2111" 7572 718 19970129 2 35.34
"2112" 7572 718 19970310 1 14.96
"2113" 7572 718 19970423 1 13.97
"2114" 7572 718 19980417 2 24.46
"2115" 7579 719 19970129 4 67.47
"2116" 7587 720 19970129 1 11.77
"2117" 7587 720 19970130 1 14.37
"2118" 7587 720 19970201 1 9.77
"2119" 7587 720 19970223 1 11.77
"2120" 7587 720 19970416 1 14.37
"2121" 7587 720 19970505 1 14.96
"2122" 7587 720 19970523 1 15.96
"2123" 7587 720 19970930 1 20.99
"2124" 7587 720 19971129 1 12.99
"2125" 7601 721 19970129 1 15.36
"2126" 7618 722 19970129 1 6.79
"2127" 7636 723 19970129 4 57.09
"2128" 7647 724 19970129 2 26.14
"2129" 7661 725 19970129 2 27.13
"2130" 7674 726 19970129 2 30.15
"2131" 7674 726 19970508 6 79.01
