id	Alternatives	choice	price	energy_loss	maintenance	warranty	spare_parts	ease_install	problem_solving	quality	DA	DB	DC	DD	volume	district
11	Westinghouse	0.0	5.0	5.0	5.0	5.0	3.0	6.0	7.0	4.0	0.0	0.0	1.0	0	1722	3
11	Edison	0.0	3.0	3.0	4.0	1.0	2.0	4.0	3.0	3.0	0.0	0.0	0.0	1	1722	3
12	ABB	0.0	5.0	6.0	6.0	5.0	7.0	2.0	7.0	5.0	1.0	0.0	0.0	0	928	1
12	GE	0.0	4.0	4.0	7.0	7.0	9.0	7.0	6.0	6.0	0.0	1.0	0.0	0	928	1
12	Westinghouse	0.0	6.0	7.0	7.0	4.0	6.0	5.0	7.0	6.0	0.0	0.0	1.0	0	928	1
12	Edison	1.0	6.0	6.0	9.0	9.0	8.0	6.0	7.0	6.0	0.0	0.0	0.0	1	928	1
13	ABB	1.0	4.0	5.0	8.0	9.0	9.0	8.0	7.0	5.0	1.0	0.0	0.0	0	466	2
13	GE	0.0	4.0	6.0	5.0	5.0	7.0	3.0	5.0	5.0	0.0	1.0	0.0	0	466	2
13	Westinghouse	0.0	5.0	5.0	7.0	7.0	8.0	4.0	7.0	6.0	0.0	0.0	1.0	0	466	2
13	Edison	0.0	4.0	4.0	4.0	4.0	1.0	4.0	4.0	5.0	0.0	0.0	0.0	1	466	2
14	ABB	0.0	6.0	6.0	5.0	4.0	4.0	5.0	7.0	5.0	1.0	0.0	0.0	0	211	1
14	GE	0.0	5.0	5.0	9.0	9.0	5.0	5.0	7.0	5.0	0.0	1.0	0.0	0	211	1
14	Westinghouse	1.0	6.0	6.0	6.0	6.0	8.0	6.0	8.0	7.0	0.0	0.0	1.0	0	211	1
14	Edison	0.0	5.0	5.0	5.0	5.0	2.0	8.0	6.0	4.0	0.0	0.0	0.0	1	211	1
15	ABB	0.0	6.0	6.0	6.0	4.0	5.0	5.0	4.0	6.0	1.0	0.0	0.0	0	696	2
15	GE	1.0	5.0	7.0	6.0	5.0	5.0	5.0	7.0	5.0	0.0	1.0	0.0	0	696	2
15	Westinghouse	0.0	6.0	6.0	5.0	2.0	5.0	5.0	5.0	5.0	0.0	0.0	1.0	0	696	2
15	Edison	0.0	4.0	4.0	5.0	7.0	7.0	5.0	6.0	4.0	0.0	0.0	0.0	1	696	2
16	ABB	0.0	4.0	5.0	5.0	3.0	4.0	2.0	6.0	4.0	1.0	0.0	0.0	0	894	3
16	GE	1.0	3.0	5.0	5.0	7.0	7.0	2.0	6.0	3.0	0.0	1.0	0.0	0	894	3
16	Westinghouse	0.0	6.0	6.0	4.0	1.0	4.0	1.0	4.0	4.0	0.0	0.0	1.0	0	894	3
16	Edison	0.0	6.0	5.0	4.0	6.0	4.0	2.0	4.0	2.0	0.0	0.0	0.0	1	894	3
17	ABB	0.0	4.0	5.0	5.0	7.0	6.0	3.0	7.0	3.0	1.0	0.0	0.0	0	1364	3
17	GE	1.0	4.0	4.0	5.0	6.0	5.0	9.0	6.0	4.0	0.0	1.0	0.0	0	1364	3
17	Westinghouse	0.0	5.0	5.0	4.0	3.0	4.0	5.0	5.0	5.0	0.0	0.0	1.0	0	1364	3
17	Edison	0.0	5.0	5.0	4.0	5.0	3.0	8.0	5.0	4.0	0.0	0.0	0.0	1	1364	3
18	ABB	0.0	5.0	4.0	5.0	6.0	7.0	7.0	6.0	6.0	1.0	0.0	0.0	0	408	3
18	GE	0.0	5.0	5.0	5.0	5.0	5.0	3.0	5.0	5.0	0.0	1.0	0.0	0	408	3
18	Westinghouse	1.0	5.0	5.0	6.0	8.0	4.0	8.0	7.0	5.0	0.0	0.0	1.0	0	408	3
18	Edison	0.0	1.0	3.0	4.0	4.0	3.0	5.0	3.0	3.0	0.0	0.0	0.0	1	408	3
19	ABB	0.0	5.0	5.0	7.0	5.0	5.0	4.0	6.0	5.0	1.0	0.0	0.0	0	733	1
19	GE	1.0	6.0	5.0	7.0	8.0	6.0	6.0	6.0	5.0	0.0	1.0	0.0	0	733	1
19	Westinghouse	0.0	4.0	4.0	4.0	3.0	3.0	4.0	5.0	5.0	0.0	0.0	1.0	0	733	1
19	Edison	0.0	4.0	4.0	5.0	4.0	3.0	7.0	5.0	5.0	0.0	0.0	0.0	1	733	1
20	ABB	0.0	3.0	4.0	5.0	6.0	5.0	9.0	5.0	4.0	1.0	0.0	0.0	0	1009	2
20	GE	1.0	4.0	5.0	6.0	8.0	6.0	5.0	7.0	4.0	0.0	1.0	0.0	0	1009	2
20	Westinghouse	0.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	0.0	0.0	1.0	0	1009	2
20	Edison	0.0	4.0	4.0	5.0	5.0	1.0	6.0	5.0	4.0	0.0	0.0	0.0	1	1009	2
21	ABB	1.0	6.0	5.0	8.0	6.0	6.0	7.0	7.0	6.0	1.0	0.0	0.0	0	749	3
21	GE	0.0	6.0	7.0	7.0	5.0	5.0	6.0	6.0	5.0	0.0	1.0	0.0	0	749	3
21	Westinghouse	0.0	6.0	6.0	6.0	3.0	6.0	3.0	5.0	6.0	0.0	0.0	1.0	0	749	3
21	Edison	0.0	6.0	5.0	5.0	7.0	5.0	6.0	5.0	6.0	0.0	0.0	0.0	1	749	3
22	ABB	0.0	4.0	5.0	6.0	7.0	9.0	8.0	7.0	6.0	1.0	0.0	0.0	0	518	2
22	GE	1.0	6.0	6.0	7.0	8.0	7.0	6.0	8.0	6.0	0.0	1.0	0.0	0	518	2
22	Westinghouse	0.0	5.0	5.0	6.0	4.0	3.0	6.0	6.0	5.0	0.0	0.0	1.0	0	518	2
22	Edison	0.0	5.0	6.0	8.0	9.0	9.0	5.0	7.0	5.0	0.0	0.0	0.0	1	518	2
23	ABB	0.0	6.0	6.0	6.0	7.0	8.0	4.0	6.0	6.0	1.0	0.0	0.0	0	871	2
23	GE	0.0	5.0	6.0	7.0	8.0	6.0	8.0	7.0	4.0	0.0	1.0	0.0	0	871	2
23	Westinghouse	0.0	6.0	6.0	7.0	5.0	5.0	6.0	7.0	5.0	0.0	0.0	1.0	0	871	2
23	Edison	1.0	5.0	6.0	8.0	8.0	7.0	8.0	7.0	6.0	0.0	0.0	0.0	1	871	2
24	ABB	1.0	6.0	6.0	8.0	8.0	5.0	6.0	7.0	6.0	1.0	0.0	0.0	0	322	1
24	GE	0.0	6.0	5.0	7.0	8.0	5.0	6.0	7.0	5.0	0.0	1.0	0.0	0	322	1
24	Westinghouse	0.0	6.0	5.0	6.0	8.0	4.0	6.0	8.0	6.0	0.0	0.0	1.0	0	322	1
24	Edison	0.0	5.0	5.0	6.0	4.0	7.0	7.0	6.0	4.0	0.0	0.0	0.0	1	322	1
25	ABB	0.0	5.0	6.0	5.0	5.0	2.0	9.0	5.0	7.0	1.0	0.0	0.0	0	800	2
25	GE	0.0	4.0	4.0	7.0	9.0	6.0	4.0	8.0	5.0	0.0	1.0	0.0	0	800	2
25	Westinghouse	1.0	7.0	7.0	6.0	5.0	6.0	4.0	6.0	6.0	0.0	0.0	1.0	0	800	2
25	Edison	0.0	5.0	5.0	5.0	3.0	6.0	5.0	6.0	4.0	0.0	0.0	0.0	1	800	2
26	ABB	0.0	6.0	6.0	6.0	4.0	5.0	7.0	5.0	6.0	1.0	0.0	0.0	0	899	2
26	GE	0.0	5.0	6.0	6.0	7.0	6.0	8.0	6.0	3.0	0.0	1.0	0.0	0	899	2
26	Westinghouse	0.0	5.0	4.0	5.0	7.0	4.0	6.0	7.0	6.0	0.0	0.0	1.0	0	899	2
26	Edison	1.0	6.0	5.0	5.0	4.0	5.0	5.0	6.0	7.0	0.0	0.0	0.0	1	899	2
27	ABB	0.0	3.0	4.0	3.0	1.0	3.0	6.0	3.0	3.0	1.0	0.0	0.0	0	871	1
27	GE	0.0	4.0	5.0	4.0	1.0	5.0	3.0	4.0	5.0	0.0	1.0	0.0	0	871	1
27	Westinghouse	0.0	4.0	3.0	5.0	3.0	2.0	2.0	5.0	4.0	0.0	0.0	1.0	0	871	1
27	Edison	1.0	5.0	5.0	4.0	3.0	4.0	3.0	5.0	5.0	0.0	0.0	0.0	1	871	1
28	ABB	0.0	5.0	5.0	7.0	6.0	3.0	8.0	7.0	6.0	1.0	0.0	0.0	0	855	3
28	GE	0.0	6.0	6.0	6.0	6.0	9.0	5.0	8.0	6.0	0.0	1.0	0.0	0	855	3
28	Westinghouse	0.0	6.0	6.0	7.0	9.0	9.0	2.0	7.0	7.0	0.0	0.0	1.0	0	855	3
28	Edison	1.0	6.0	7.0	8.0	8.0	9.0	3.0	8.0	6.0	0.0	0.0	0.0	1	855	3
29	ABB	0.0	1.0	3.0	5.0	6.0	7.0	4.0	4.0	3.0	1.0	0.0	0.0	0	290	2
29	GE	0.0	4.0	4.0	4.0	4.0	6.0	4.0	5.0	5.0	0.0	1.0	0.0	0	290	2
29	Westinghouse	0.0	4.0	5.0	6.0	7.0	5.0	4.0	6.0	4.0	0.0	0.0	1.0	0	290	2
29	Edison	1.0	4.0	6.0	6.0	6.0	7.0	7.0	6.0	5.0	0.0	0.0	0.0	1	290	2
30	ABB	0.0	4.0	4.0	7.0	7.0	5.0	5.0	5.0	4.0	1.0	0.0	0.0	0	672	1
30	GE	1.0	4.0	5.0	6.0	7.0	5.0	7.0	6.0	4.0	0.0	1.0	0.0	0	672	1
30	Westinghouse	0.0	3.0	5.0	6.0	4.0	4.0	3.0	4.0	3.0	0.0	0.0	1.0	0	672	1
30	Edison	0.0	4.0	4.0	6.0	7.0	5.0	5.0	6.0	4.0	0.0	0.0	0.0	1	672	1
31	ABB	0.0	3.0	4.0	3.0	2.0	1.0	9.0	4.0	4.0	1.0	0.0	0.0	0	37	2
31	GE	0.0	3.0	4.0	6.0	5.0	6.0	5.0	6.0	4.0	0.0	1.0	0.0	0	37	2
31	Westinghouse	1.0	5.0	5.0	5.0	2.0	4.0	2.0	5.0	4.0	0.0	0.0	1.0	0	37	2
31	Edison	0.0	2.0	3.0	4.0	6.0	6.0	3.0	5.0	2.0	0.0	0.0	0.0	1	37	2
32	ABB	0.0	6.0	4.0	7.0	7.0	6.0	8.0	7.0	5.0	1.0	0.0	0.0	0	6270	1
32	GE	0.0	4.0	5.0	6.0	5.0	6.0	7.0	5.0	4.0	0.0	1.0	0.0	0	6270	1
32	Westinghouse	1.0	7.0	6.0	6.0	7.0	5.0	6.0	7.0	7.0	0.0	0.0	1.0	0	6270	1
32	Edison	0.0	4.0	6.0	5.0	5.0	5.0	6.0	7.0	4.0	0.0	0.0	0.0	1	6270	1
33	ABB	0.0	4.0	4.0	5.0	3.0	6.0	6.0	6.0	3.0	1.0	0.0	0.0	0	890	3
33	GE	0.0	4.0	4.0	5.0	5.0	5.0	2.0	6.0	5.0	0.0	1.0	0.0	0	890	3
33	Westinghouse	0.0	4.0	4.0	4.0	3.0	3.0	5.0	4.0	5.0	0.0	0.0	1.0	0	890	3
33	Edison	1.0	5.0	5.0	5.0	4.0	6.0	2.0	6.0	5.0	0.0	0.0	0.0	1	890	3
34	ABB	0.0	4.0	4.0	4.0	5.0	3.0	5.0	6.0	4.0	1.0	0.0	0.0	0	355	2
34	GE	0.0	3.0	4.0	5.0	3.0	3.0	6.0	5.0	4.0	0.0	1.0	0.0	0	355	2
34	Westinghouse	0.0	3.0	4.0	4.0	5.0	3.0	6.0	5.0	5.0	0.0	0.0	1.0	0	355	2
34	Edison	1.0	5.0	4.0	5.0	7.0	6.0	4.0	6.0	6.0	0.0	0.0	0.0	1	355	2
35	ABB	0.0	7.0	6.0	7.0	6.0	4.0	5.0	7.0	7.0	1.0	0.0	0.0	0	14798	2
35	GE	0.0	5.0	6.0	8.0	7.0	8.0	5.0	7.0	5.0	0.0	1.0	0.0	0	14798	2
35	Westinghouse	0.0	5.0	5.0	8.0	9.0	9.0	7.0	8.0	5.0	0.0	0.0	1.0	0	14798	2
35	Edison	1.0	7.0	7.0	7.0	8.0	8.0	7.0	8.0	7.0	0.0	0.0	0.0	1	14798	2
36	ABB	0.0	5.0	4.0	4.0	2.0	5.0	4.0	5.0	6.0	1.0	0.0	0.0	0	511	3
36	GE	0.0	4.0	5.0	5.0	4.0	2.0	3.0	5.0	4.0	0.0	1.0	0.0	0	511	3
36	Westinghouse	1.0	4.0	4.0	6.0	5.0	3.0	5.0	5.0	5.0	0.0	0.0	1.0	0	511	3
36	Edison	0.0	3.0	3.0	4.0	3.0	6.0	2.0	4.0	3.0	0.0	0.0	0.0	1	511	3
37	ABB	1.0	5.0	6.0	5.0	6.0	4.0	2.0	7.0	5.0	1.0	0.0	0.0	0	767	2
37	GE	0.0	4.0	5.0	5.0	5.0	4.0	8.0	6.0	7.0	0.0	1.0	0.0	0	767	2
37	Westinghouse	0.0	5.0	5.0	7.0	8.0	7.0	8.0	6.0	5.0	0.0	0.0	1.0	0	767	2
37	Edison	0.0	5.0	5.0	5.0	3.0	4.0	6.0	6.0	6.0	0.0	0.0	0.0	1	767	2
38	ABB	1.0	5.0	5.0	5.0	4.0	6.0	9.0	6.0	6.0	1.0	0.0	0.0	0	182	2
38	GE	0.0	4.0	5.0	5.0	3.0	4.0	7.0	4.0	5.0	0.0	1.0	0.0	0	182	2
38	Westinghouse	0.0	3.0	4.0	7.0	6.0	6.0	5.0	7.0	3.0	0.0	0.0	1.0	0	182	2
38	Edison	0.0	4.0	3.0	6.0	6.0	6.0	7.0	6.0	4.0	0.0	0.0	0.0	1	182	2
39	ABB	0.0	5.0	6.0	7.0	8.0	5.0	5.0	9.0	5.0	1.0	0.0	0.0	0	796	1
39	GE	0.0	6.0	7.0	6.0	5.0	4.0	6.0	7.0	5.0	0.0	1.0	0.0	0	796	1
39	Westinghouse	1.0	6.0	6.0	7.0	7.0	7.0	6.0	8.0	6.0	0.0	0.0	1.0	0	796	1
39	Edison	0.0	6.0	5.0	4.0	2.0	3.0	9.0	5.0	5.0	0.0	0.0	0.0	1	796	1
40	ABB	0.0	4.0	5.0	5.0	4.0	9.0	7.0	5.0	5.0	1.0	0.0	0.0	0	808	1
40	GE	0.0	5.0	4.0	6.0	5.0	6.0	3.0	6.0	4.0	0.0	1.0	0.0	0	808	1
40	Westinghouse	1.0	5.0	6.0	6.0	4.0	5.0	6.0	6.0	6.0	0.0	0.0	1.0	0	808	1
40	Edison	0.0	5.0	5.0	6.0	9.0	6.0	6.0	7.0	5.0	0.0	0.0	0.0	1	808	1
41	ABB	1.0	5.0	5.0	6.0	8.0	3.0	2.0	7.0	6.0	1.0	0.0	0.0	0	444	1
41	GE	0.0	4.0	5.0	5.0	5.0	6.0	3.0	5.0	5.0	0.0	1.0	0.0	0	444	1
41	Westinghouse	0.0	4.0	6.0	8.0	9.0	8.0	6.0	7.0	5.0	0.0	0.0	1.0	0	444	1
41	Edison	0.0	2.0	3.0	3.0	1.0	2.0	3.0	3.0	3.0	0.0	0.0	0.0	1	444	1
42	ABB	1.0	6.0	7.0	8.0	4.0	7.0	7.0	7.0	6.0	1.0	0.0	0.0	0	752	1
42	GE	0.0	5.0	6.0	7.0	7.0	5.0	3.0	7.0	6.0	0.0	1.0	0.0	0	752	1
42	Westinghouse	0.0	5.0	6.0	8.0	9.0	9.0	1.0	7.0	4.0	0.0	0.0	1.0	0	752	1
42	Edison	0.0	4.0	5.0	6.0	8.0	2.0	4.0	6.0	4.0	0.0	0.0	0.0	1	752	1
43	ABB	0.0	4.0	5.0	6.0	7.0	7.0	8.0	7.0	5.0	1.0	0.0	0.0	0	12514	2
43	GE	0.0	6.0	5.0	6.0	3.0	3.0	5.0	5.0	6.0	0.0	1.0	0.0	0	12514	2
43	Westinghouse	1.0	6.0	6.0	7.0	4.0	6.0	5.0	7.0	6.0	0.0	0.0	1.0	0	12514	2
43	Edison	0.0	3.0	3.0	5.0	5.0	6.0	1.0	6.0	4.0	0.0	0.0	0.0	1	12514	2
44	ABB	1.0	6.0	6.0	7.0	9.0	8.0	6.0	8.0	7.0	1.0	0.0	0.0	0	10997	2
44	GE	0.0	6.0	6.0	6.0	6.0	8.0	8.0	8.0	5.0	0.0	1.0	0.0	0	10997	2
44	Westinghouse	0.0	6.0	6.0	7.0	8.0	7.0	9.0	8.0	6.0	0.0	0.0	1.0	0	10997	2
44	Edison	0.0	4.0	5.0	8.0	9.0	6.0	6.0	8.0	4.0	0.0	0.0	0.0	1	10997	2
45	ABB	1.0	5.0	5.0	4.0	2.0	4.0	3.0	6.0	4.0	1.0	0.0	0.0	0	415	1
45	GE	0.0	4.0	3.0	4.0	5.0	3.0	4.0	4.0	3.0	0.0	1.0	0.0	0	415	1
45	Westinghouse	0.0	5.0	4.0	4.0	1.0	3.0	3.0	5.0	3.0	0.0	0.0	1.0	0	415	1
45	Edison	0.0	4.0	4.0	5.0	6.0	4.0	3.0	5.0	4.0	0.0	0.0	0.0	1	415	1
46	ABB	0.0	5.0	4.0	6.0	4.0	4.0	7.0	5.0	5.0	1.0	0.0	0.0	0	251	2
46	GE	0.0	4.0	4.0	4.0	1.0	6.0	7.0	5.0	3.0	0.0	1.0	0.0	0	251	2
46	Westinghouse	1.0	5.0	5.0	5.0	6.0	4.0	3.0	5.0	5.0	0.0	0.0	1.0	0	251	2
46	Edison	0.0	3.0	3.0	5.0	5.0	3.0	3.0	4.0	3.0	0.0	0.0	0.0	1	251	2
47	ABB	0.0	2.0	3.0	5.0	2.0	4.0	2.0	5.0	3.0	1.0	0.0	0.0	0	956	2
47	GE	1.0	4.0	4.0	5.0	6.0	5.0	4.0	6.0	4.0	0.0	1.0	0.0	0	956	2
47	Westinghouse	0.0	3.0	4.0	5.0	6.0	4.0	5.0	4.0	4.0	0.0	0.0	1.0	0	956	2
47	Edison	0.0	3.0	3.0	5.0	8.0	8.0	2.0	6.0	4.0	0.0	0.0	0.0	1	956	2
48	ABB	0.0	5.0	6.0	6.0	7.0	3.0	4.0	6.0	5.0	1.0	0.0	0.0	0	335	2
48	GE	0.0	6.0	7.0	8.0	7.0	9.0	4.0	7.0	6.0	0.0	1.0	0.0	0	335	2
48	Westinghouse	1.0	7.0	7.0	9.0	9.0	9.0	4.0	8.0	7.0	0.0	0.0	1.0	0	335	2
48	Edison	0.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	0.0	0.0	0.0	1	335	2
49	ABB	0.0	4.0	4.0	6.0	6.0	3.0	6.0	6.0	5.0	1.0	0.0	0.0	0	37	3
49	GE	0.0	5.0	5.0	6.0	4.0	8.0	7.0	7.0	6.0	0.0	1.0	0.0	0	37	3
49	Westinghouse	1.0	6.0	6.0	7.0	7.0	7.0	6.0	7.0	5.0	0.0	0.0	1.0	0	37	3
49	Edison	0.0	5.0	6.0	4.0	2.0	4.0	4.0	5.0	6.0	0.0	0.0	0.0	1	37	3
50	ABB	1.0	6.0	6.0	5.0	3.0	5.0	5.0	6.0	4.0	1.0	0.0	0.0	0	584	3
50	GE	0.0	5.0	5.0	6.0	3.0	6.0	7.0	6.0	6.0	0.0	1.0	0.0	0	584	3
50	Westinghouse	0.0	4.0	6.0	6.0	4.0	5.0	4.0	5.0	5.0	0.0	0.0	1.0	0	584	3
50	Edison	0.0	3.0	3.0	6.0	9.0	7.0	4.0	6.0	4.0	0.0	0.0	0.0	1	584	3
51	ABB	0.0	6.0	6.0	6.0	8.0	9.0	5.0	7.0	6.0	1.0	0.0	0.0	0	777	1
51	GE	0.0	4.0	5.0	6.0	7.0	5.0	4.0	7.0	6.0	0.0	1.0	0.0	0	777	1
51	Westinghouse	1.0	6.0	7.0	7.0	6.0	5.0	5.0	9.0	6.0	0.0	0.0	1.0	0	777	1
51	Edison	0.0	4.0	5.0	3.0	1.0	4.0	2.0	4.0	4.0	0.0	0.0	0.0	1	777	1
52	ABB	0.0	5.0	6.0	6.0	5.0	5.0	5.0	6.0	5.0	1.0	0.0	0.0	0	787	2
52	GE	0.0	5.0	5.0	7.0	8.0	5.0	7.0	7.0	5.0	0.0	1.0	0.0	0	787	2
52	Westinghouse	1.0	6.0	6.0	6.0	5.0	5.0	9.0	7.0	6.0	0.0	0.0	1.0	0	787	2
52	Edison	0.0	4.0	5.0	7.0	6.0	6.0	9.0	7.0	5.0	0.0	0.0	0.0	1	787	2
53	ABB	0.0	5.0	5.0	4.0	2.0	3.0	7.0	5.0	5.0	1.0	0.0	0.0	0	989	2
53	GE	0.0	3.0	4.0	5.0	8.0	7.0	1.0	6.0	4.0	0.0	1.0	0.0	0	989	2
53	Westinghouse	1.0	3.0	5.0	6.0	7.0	6.0	3.0	6.0	5.0	0.0	0.0	1.0	0	989	2
53	Edison	0.0	2.0	4.0	5.0	2.0	1.0	5.0	3.0	4.0	0.0	0.0	0.0	1	989	2
54	ABB	1.0	4.0	4.0	7.0	6.0	3.0	4.0	5.0	4.0	1.0	0.0	0.0	0	660	1
54	GE	0.0	3.0	4.0	6.0	5.0	5.0	4.0	7.0	2.0	0.0	1.0	0.0	0	660	1
54	Westinghouse	0.0	3.0	4.0	3.0	1.0	4.0	6.0	4.0	3.0	0.0	0.0	1.0	0	660	1
54	Edison	0.0	5.0	3.0	6.0	2.0	3.0	6.0	5.0	5.0	0.0	0.0	0.0	1	660	1
55	ABB	0.0	4.0	4.0	4.0	5.0	3.0	3.0	5.0	5.0	1.0	0.0	0.0	0	728	2
55	GE	0.0	4.0	4.0	4.0	3.0	3.0	5.0	5.0	4.0	0.0	1.0	0.0	0	728	2
55	Westinghouse	0.0	3.0	3.0	5.0	3.0	7.0	7.0	5.0	3.0	0.0	0.0	1.0	0	728	2
55	Edison	1.0	6.0	6.0	6.0	6.0	3.0	6.0	6.0	4.0	0.0	0.0	0.0	1	728	2
56	ABB	0.0	5.0	3.0	5.0	3.0	6.0	5.0	5.0	5.0	1.0	0.0	0.0	0	216	2
56	GE	0.0	4.0	3.0	3.0	4.0	2.0	4.0	5.0	5.0	0.0	1.0	0.0	0	216	2
56	Westinghouse	1.0	3.0	4.0	6.0	9.0	7.0	6.0	7.0	3.0	0.0	0.0	1.0	0	216	2
56	Edison	0.0	3.0	4.0	5.0	5.0	1.0	6.0	5.0	3.0	0.0	0.0	0.0	1	216	2
57	ABB	1.0	6.0	5.0	5.0	6.0	6.0	6.0	6.0	4.0	1.0	0.0	0.0	0	736	1
57	GE	0.0	5.0	5.0	5.0	5.0	4.0	6.0	6.0	5.0	0.0	1.0	0.0	0	736	1
57	Westinghouse	0.0	4.0	5.0	5.0	4.0	6.0	6.0	5.0	5.0	0.0	0.0	1.0	0	736	1
57	Edison	0.0	2.0	4.0	5.0	3.0	5.0	6.0	4.0	2.0	0.0	0.0	0.0	1	736	1
